X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-75.68435,45.396133,0,0,238,33,2017/05/06 13:56:25+00,,,,,,,,,,,,,,,,,,,,,
-75.684494,45.396297,0,0,239,35,2017/05/06 13:56:40+00,,,,,,,,,,,,,,,,,,,,,
-75.68458,45.39648,0,0,240,37,2017/05/06 13:56:58+00,,,,,,,,,,,,,,,,,,,,,
-75.68469,45.39665,0,0,241,39,2017/05/06 13:57:13+00,,,,,,,,,,,,,,,,,,,,,
-75.68472,45.396744,0,0,242,40,2017/05/06 13:57:22+00,,,,,,,,,,,,,,,,,,,,,
-75.68477,45.396828,0,0,243,40,2017/05/06 13:57:28+00,,,,,,,,,,,,,,,,,,,,,
-75.68489,45.397,0,0,244,41,2017/05/06 13:57:45+00,,,,,,,,,,,,,,,,,,,,,
-75.68494,45.397083,0,0,245,41,2017/05/06 13:57:50+00,,,,,,,,,,,,,,,,,,,,,
-75.685,45.39729,0,0,246,41,2017/05/06 13:58:07+00,,,,,,,,,,,,,,,,,,,,,
-75.685005,45.39749,0,0,247,39,2017/05/06 13:58:21+00,,,,,,,,,,,,,,,,,,,,,
-75.68511,45.397667,0,0,248,38,2017/05/06 13:58:39+00,,,,,,,,,,,,,,,,,,,,,
-75.68501,45.397465,0,0,249,40,2017/05/06 13:58:53+00,,,,,,,,,,,,,,,,,,,,,
-75.68485,45.397297,0,0,250,39,2017/05/06 13:59:04+00,,,,,,,,,,,,,,,,,,,,,
-75.68469,45.397125,0,0,251,38,2017/05/06 13:59:14+00,,,,,,,,,,,,,,,,,,,,,
-75.684555,45.397102,0,0,252,37,2017/05/06 13:59:21+00,,,,,,,,,,,,,,,,,,,,,
-75.68456,45.397003,0,0,253,36,2017/05/06 13:59:27+00,,,,,,,,,,,,,,,,,,,,,
-75.68427,45.396965,0,0,254,34,2017/05/06 13:59:39+00,,,,,,,,,,,,,,,,,,,,,
-75.68387,45.396904,0,0,255,35,2017/05/06 13:59:51+00,,,,,,,,,,,,,,,,,,,,,
-75.68357,45.396915,0,0,256,35,2017/05/06 13:59:59+00,,,,,,,,,,,,,,,,,,,,,
-75.68315,45.396942,0,0,257,35,2017/05/06 14:00:13+00,,,,,,,,,,,,,,,,,,,,,
-75.68286,45.397007,0,0,258,35,2017/05/06 14:00:23+00,,,,,,,,,,,,,,,,,,,,,
-75.682625,45.3971,0,0,259,35,2017/05/06 14:00:34+00,,,,,,,,,,,,,,,,,,,,,
-75.682396,45.397213,0,0,260,35,2017/05/06 14:00:43+00,,,,,,,,,,,,,,,,,,,,,
-75.682144,45.397316,0,0,261,36,2017/05/06 14:00:53+00,,,,,,,,,,,,,,,,,,,,,
-75.682014,45.397373,0,0,262,36,2017/05/06 14:00:58+00,,,,,,,,,,,,,,,,,,,,,
-75.68178,45.39751,0,0,263,35,2017/05/06 14:01:09+00,,,,,,,,,,,,,,,,,,,,,
-75.681595,45.39766,0,0,264,35,2017/05/06 14:01:18+00,,,,,,,,,,,,,,,,,,,,,
-75.68153,45.397747,0,0,265,35,2017/05/06 14:01:22+00,,,,,,,,,,,,,,,,,,,,,
-75.681465,45.39784,0,0,266,36,2017/05/06 14:01:28+00,,,,,,,,,,,,,,,,,,,,,
-75.681335,45.39801,0,0,267,36,2017/05/06 14:01:37+00,,,,,,,,,,,,,,,,,,,,,
-75.68117,45.398186,0,0,268,36,2017/05/06 14:01:47+00,,,,,,,,,,,,,,,,,,,,,
-75.68102,45.398342,0,0,269,36,2017/05/06 14:01:56+00,,,,,,,,,,,,,,,,,,,,,
-75.68091,45.398518,0,0,270,35,2017/05/06 14:02:07+00,,,,,,,,,,,,,,,,,,,,,
-75.680855,45.39861,0,0,271,34,2017/05/06 14:02:13+00,,,,,,,,,,,,,,,,,,,,,
-75.680824,45.398697,0,0,272,34,2017/05/06 14:02:17+00,,,,,,,,,,,,,,,,,,,,,
-75.680756,45.398914,0,0,273,35,2017/05/06 14:02:27+00,,,,,,,,,,,,,,,,,,,,,
-75.68068,45.399113,0,0,274,34,2017/05/06 14:02:36+00,,,,,,,,,,,,,,,,,,,,,
-75.68058,45.399315,0,0,275,33,2017/05/06 14:02:46+00,,,,,,,,,,,,,,,,,,,,,
-75.68052,45.399414,0,0,276,32,2017/05/06 14:02:52+00,,,,,,,,,,,,,,,,,,,,,
-75.68043,45.3995,0,0,277,32,2017/05/06 14:02:57+00,,,,,,,,,,,,,,,,,,,,,
-75.680305,45.399696,0,0,278,32,2017/05/06 14:03:08+00,,,,,,,,,,,,,,,,,,,,,
-75.680244,45.399902,0,0,279,33,2017/05/06 14:03:18+00,,,,,,,,,,,,,,,,,,,,,
-75.68025,45.399994,0,0,280,33,2017/05/06 14:03:23+00,,,,,,,,,,,,,,,,,,,,,
-75.68027,45.400085,0,0,281,34,2017/05/06 14:03:27+00,,,,,,,,,,,,,,,,,,,,,
-75.68028,45.40018,0,0,282,34,2017/05/06 14:03:31+00,,,,,,,,,,,,,,,,,,,,,
-75.6803,45.40028,0,0,283,35,2017/05/06 14:03:36+00,,,,,,,,,,,,,,,,,,,,,
-75.68037,45.400463,0,0,284,36,2017/05/06 14:03:45+00,,,,,,,,,,,,,,,,,,,,,
-75.68046,45.400642,0,0,285,38,2017/05/06 14:03:54+00,,,,,,,,,,,,,,,,,,,,,
-75.68049,45.400753,0,0,286,38,2017/05/06 14:03:59+00,,,,,,,,,,,,,,,,,,,,,
-75.680466,45.400867,0,0,287,38,2017/05/06 14:04:04+00,,,,,,,,,,,,,,,,,,,,,
-75.68042,45.40107,0,0,288,38,2017/05/06 14:04:13+00,,,,,,,,,,,,,,,,,,,,,
-75.68038,45.40116,0,0,289,38,2017/05/06 14:04:18+00,,,,,,,,,,,,,,,,,,,,,
-75.68026,45.401344,0,0,290,37,2017/05/06 14:04:27+00,,,,,,,,,,,,,,,,,,,,,
-75.68025,45.401447,0,0,291,37,2017/05/06 14:04:31+00,,,,,,,,,,,,,,,,,,,,,
-75.6803,45.40155,0,0,292,37,2017/05/06 14:04:35+00,,,,,,,,,,,,,,,,,,,,,
-75.68045,45.401726,0,0,293,38,2017/05/06 14:04:44+00,,,,,,,,,,,,,,,,,,,,,
-75.68053,45.401806,0,0,294,38,2017/05/06 14:04:47+00,,,,,,,,,,,,,,,,,,,,,
-75.680565,45.401894,0,0,295,38,2017/05/06 14:04:51+00,,,,,,,,,,,,,,,,,,,,,
-75.68063,45.401997,0,0,296,38,2017/05/06 14:04:56+00,,,,,,,,,,,,,,,,,,,,,
-75.68071,45.40207,0,0,297,38,2017/05/06 14:05:00+00,,,,,,,,,,,,,,,,,,,,,
-75.68085,45.40224,0,0,298,38,2017/05/06 14:05:08+00,,,,,,,,,,,,,,,,,,,,,
-75.68092,45.402317,0,0,299,38,2017/05/06 14:05:12+00,,,,,,,,,,,,,,,,,,,,,
-75.68099,45.40241,0,0,300,38,2017/05/06 14:05:16+00,,,,,,,,,,,,,,,,,,,,,
-75.681145,45.402576,0,0,301,38,2017/05/06 14:05:27+00,,,,,,,,,,,,,,,,,,,,,
-75.68122,45.40266,0,0,302,39,2017/05/06 14:05:31+00,,,,,,,,,,,,,,,,,,,,,
-75.681305,45.40274,0,0,303,39,2017/05/06 14:05:35+00,,,,,,,,,,,,,,,,,,,,,
-75.681404,45.402805,0,0,304,39,2017/05/06 14:05:40+00,,,,,,,,,,,,,,,,,,,,,
-75.68157,45.402954,0,0,305,39,2017/05/06 14:05:48+00,,,,,,,,,,,,,,,,,,,,,
-75.681656,45.403038,0,0,306,38,2017/05/06 14:05:53+00,,,,,,,,,,,,,,,,,,,,,
-75.681755,45.403126,0,0,307,38,2017/05/06 14:05:58+00,,,,,,,,,,,,,,,,,,,,,
-75.6819,45.403286,0,0,308,37,2017/05/06 14:06:07+00,,,,,,,,,,,,,,,,,,,,,
-75.681946,45.40338,0,0,309,37,2017/05/06 14:06:12+00,,,,,,,,,,,,,,,,,,,,,
-75.682,45.403584,0,0,310,35,2017/05/06 14:06:22+00,,,,,,,,,,,,,,,,,,,,,
-75.68205,45.403675,0,0,311,34,2017/05/06 14:06:27+00,,,,,,,,,,,,,,,,,,,,,
-75.68209,45.40379,0,0,312,34,2017/05/06 14:06:31+00,,,,,,,,,,,,,,,,,,,,,
-75.68199,45.40398,0,0,313,34,2017/05/06 14:06:40+00,,,,,,,,,,,,,,,,,,,,,
-75.68199,45.404068,0,0,314,34,2017/05/06 14:06:45+00,,,,,,,,,,,,,,,,,,,,,
-75.682014,45.404175,0,0,315,34,2017/05/06 14:06:50+00,,,,,,,,,,,,,,,,,,,,,
-75.682,45.40427,0,0,316,34,2017/05/06 14:06:54+00,,,,,,,,,,,,,,,,,,,,,
-75.68192,45.40445,0,0,317,35,2017/05/06 14:07:02+00,,,,,,,,,,,,,,,,,,,,,
-75.681854,45.404533,0,0,318,35,2017/05/06 14:07:06+00,,,,,,,,,,,,,,,,,,,,,
-75.68179,45.404823,0,0,319,35,2017/05/06 14:07:19+00,,,,,,,,,,,,,,,,,,,,,
-75.68178,45.404915,0,0,320,35,2017/05/06 14:07:26+00,,,,,,,,,,,,,,,,,,,,,
-75.68177,45.405113,0,0,321,35,2017/05/06 14:07:39+00,,,,,,,,,,,,,,,,,,,,,
-75.68174,45.40521,0,0,322,33,2017/05/06 14:07:47+00,,,,,,,,,,,,,,,,,,,,,
-75.68168,45.405403,0,0,323,32,2017/05/06 14:08:01+00,,,,,,,,,,,,,,,,,,,,,
-75.68163,45.40549,0,0,324,33,2017/05/06 14:08:08+00,,,,,,,,,,,,,,,,,,,,,
-75.68163,45.405582,0,0,325,33,2017/05/06 14:08:13+00,,,,,,,,,,,,,,,,,,,,,
-75.68163,45.40568,0,0,326,32,2017/05/06 14:08:21+00,,,,,,,,,,,,,,,,,,,,,
-75.681656,45.40579,0,0,327,31,2017/05/06 14:08:28+00,,,,,,,,,,,,,,,,,,,,,
-75.681694,45.405876,0,0,328,31,2017/05/06 14:08:32+00,,,,,,,,,,,,,,,,,,,,,
-75.681725,45.405983,0,0,329,31,2017/05/06 14:08:37+00,,,,,,,,,,,,,,,,,,,,,
-75.68176,45.406094,0,0,330,30,2017/05/06 14:08:41+00,,,,,,,,,,,,,,,,,,,,,
-75.68179,45.406208,0,0,331,30,2017/05/06 14:08:45+00,,,,,,,,,,,,,,,,,,,,,
-75.68184,45.406315,0,0,332,30,2017/05/06 14:08:50+00,,,,,,,,,,,,,,,,,,,,,
-75.681854,45.406406,0,0,333,30,2017/05/06 14:08:54+00,,,,,,,,,,,,,,,,,,,,,
-75.68187,45.40652,0,0,334,31,2017/05/06 14:08:59+00,,,,,,,,,,,,,,,,,,,,,
-75.68186,45.406624,0,0,335,31,2017/05/06 14:09:04+00,,,,,,,,,,,,,,,,,,,,,
-75.68187,45.406834,0,0,336,31,2017/05/06 14:09:13+00,,,,,,,,,,,,,,,,,,,,,
-75.68187,45.40694,0,0,337,32,2017/05/06 14:09:18+00,,,,,,,,,,,,,,,,,,,,,
-75.68188,45.40705,0,0,338,32,2017/05/06 14:09:23+00,,,,,,,,,,,,,,,,,,,,,
-75.68188,45.40716,0,0,339,33,2017/05/06 14:09:28+00,,,,,,,,,,,,,,,,,,,,,
-75.68187,45.407253,0,0,340,33,2017/05/06 14:09:33+00,,,,,,,,,,,,,,,,,,,,,
-75.68188,45.407463,0,0,341,34,2017/05/06 14:09:44+00,,,,,,,,,,,,,,,,,,,,,
-75.68188,45.40756,0,0,342,34,2017/05/06 14:09:49+00,,,,,,,,,,,,,,,,,,,,,
-75.6819,45.407665,0,0,343,34,2017/05/06 14:09:55+00,,,,,,,,,,,,,,,,,,,,,
-75.68194,45.407757,0,0,344,33,2017/05/06 14:10:00+00,,,,,,,,,,,,,,,,,,,,,
-75.681984,45.407852,0,0,345,32,2017/05/06 14:10:05+00,,,,,,,,,,,,,,,,,,,,,
-75.68204,45.40804,0,0,346,31,2017/05/06 14:10:15+00,,,,,,,,,,,,,,,,,,,,,
-75.682045,45.408245,0,0,347,32,2017/05/06 14:10:24+00,,,,,,,,,,,,,,,,,,,,,
-75.68205,45.40834,0,0,348,32,2017/05/06 14:10:28+00,,,,,,,,,,,,,,,,,,,,,
-75.68206,45.408443,0,0,349,31,2017/05/06 14:10:33+00,,,,,,,,,,,,,,,,,,,,,
-75.68207,45.408543,0,0,350,31,2017/05/06 14:10:37+00,,,,,,,,,,,,,,,,,,,,,
-75.68208,45.40865,0,0,351,32,2017/05/06 14:10:42+00,,,,,,,,,,,,,,,,,,,,,
-75.6821,45.40875,0,0,352,31,2017/05/06 14:10:46+00,,,,,,,,,,,,,,,,,,,,,
-75.6821,45.408848,0,0,353,31,2017/05/06 14:10:51+00,,,,,,,,,,,,,,,,,,,,,
-75.68212,45.40894,0,0,354,31,2017/05/06 14:10:55+00,,,,,,,,,,,,,,,,,,,,,
-75.68215,45.409035,0,0,355,31,2017/05/06 14:11:00+00,,,,,,,,,,,,,,,,,,,,,
-75.682175,45.409122,0,0,356,31,2017/05/06 14:11:05+00,,,,,,,,,,,,,,,,,,,,,
-75.682205,45.40923,0,0,357,31,2017/05/06 14:11:09+00,,,,,,,,,,,,,,,,,,,,,
-75.68223,45.40933,0,0,358,31,2017/05/06 14:11:13+00,,,,,,,,,,,,,,,,,,,,,
-75.68228,45.40942,0,0,359,31,2017/05/06 14:11:19+00,,,,,,,,,,,,,,,,,,,,,
-75.68236,45.40951,0,0,360,30,2017/05/06 14:11:24+00,,,,,,,,,,,,,,,,,,,,,
-75.68242,45.409607,0,0,361,29,2017/05/06 14:11:29+00,,,,,,,,,,,,,,,,,,,,,
-75.682495,45.4097,0,0,362,28,2017/05/06 14:11:36+00,,,,,,,,,,,,,,,,,,,,,
-75.682594,45.409782,0,0,363,28,2017/05/06 14:11:41+00,,,,,,,,,,,,,,,,,,,,,
-75.682686,45.40986,0,0,364,27,2017/05/06 14:11:45+00,,,,,,,,,,,,,,,,,,,,,
-75.68277,45.409943,0,0,365,27,2017/05/06 14:11:50+00,,,,,,,,,,,,,,,,,,,,,
-75.68286,45.410023,0,0,366,26,2017/05/06 14:11:55+00,,,,,,,,,,,,,,,,,,,,,
-75.68294,45.41012,0,0,367,26,2017/05/06 14:12:00+00,,,,,,,,,,,,,,,,,,,,,
-75.683014,45.410213,0,0,368,25,2017/05/06 14:12:05+00,,,,,,,,,,,,,,,,,,,,,
-75.68311,45.4103,0,0,369,24,2017/05/06 14:12:12+00,,,,,,,,,,,,,,,,,,,,,
-75.68317,45.41039,0,0,370,24,2017/05/06 14:12:15+00,,,,,,,,,,,,,,,,,,,,,
-75.683304,45.41055,0,0,371,25,2017/05/06 14:12:24+00,,,,,,,,,,,,,,,,,,,,,
-75.68338,45.410633,0,0,372,25,2017/05/06 14:12:29+00,,,,,,,,,,,,,,,,,,,,,
-75.68363,45.410725,0,0,373,25,2017/05/06 14:12:39+00,,,,,,,,,,,,,,,,,,,,,
-75.683914,45.410778,0,0,374,25,2017/05/06 14:12:49+00,,,,,,,,,,,,,,,,,,,,,
-75.684006,45.410843,0,0,375,24,2017/05/06 14:12:55+00,,,,,,,,,,,,,,,,,,,,,
-75.684,45.41095,0,0,376,24,2017/05/06 14:12:59+00,,,,,,,,,,,,,,,,,,,,,
-75.683975,45.411057,0,0,377,24,2017/05/06 14:13:03+00,,,,,,,,,,,,,,,,,,,,,
-75.68397,45.411148,0,0,378,25,2017/05/06 14:13:08+00,,,,,,,,,,,,,,,,,,,,,
-75.683914,45.411236,0,0,379,26,2017/05/06 14:13:12+00,,,,,,,,,,,,,,,,,,,,,
-75.68368,45.411343,0,0,380,28,2017/05/06 14:13:21+00,,,,,,,,,,,,,,,,,,,,,
-75.68354,45.41138,0,0,381,29,2017/05/06 14:13:26+00,,,,,,,,,,,,,,,,,,,,,
-75.68342,45.411415,0,0,382,30,2017/05/06 14:13:31+00,,,,,,,,,,,,,,,,,,,,,
-75.683304,45.41146,0,0,383,32,2017/05/06 14:13:36+00,,,,,,,,,,,,,,,,,,,,,
-75.68319,45.411503,0,0,384,32,2017/05/06 14:13:40+00,,,,,,,,,,,,,,,,,,,,,
-75.683075,45.411545,0,0,385,33,2017/05/06 14:13:44+00,,,,,,,,,,,,,,,,,,,,,
-75.68295,45.411606,0,0,386,34,2017/05/06 14:13:48+00,,,,,,,,,,,,,,,,,,,,,
-75.68281,45.411602,0,0,387,35,2017/05/06 14:13:53+00,,,,,,,,,,,,,,,,,,,,,
-75.682724,45.41151,0,0,388,35,2017/05/06 14:13:57+00,,,,,,,,,,,,,,,,,,,,,
-75.68268,45.411423,0,0,389,36,2017/05/06 14:14:02+00,,,,,,,,,,,,,,,,,,,,,
-75.682556,45.41114,0,0,390,36,2017/05/06 14:14:23+00,,,,,,,,,,,,,,,,,,,,,
-75.68248,45.411057,0,0,391,36,2017/05/06 14:14:30+00,,,,,,,,,,,,,,,,,,,,,
-75.682396,45.41098,0,0,392,36,2017/05/06 14:14:36+00,,,,,,,,,,,,,,,,,,,,,
-75.682526,45.41113,0,0,393,34,2017/05/06 14:15:15+00,,,,,,,,,,,,,,,,,,,,,
-75.68264,45.411316,0,0,394,33,2017/05/06 14:15:31+00,,,,,,,,,,,,,,,,,,,,,
-75.68275,45.411484,0,0,395,32,2017/05/06 14:15:45+00,,,,,,,,,,,,,,,,,,,,,
-75.68288,45.41166,0,0,396,37,2017/05/06 14:16:38+00,,,,,,,,,,,,,,,,,,,,,
-75.682945,45.411755,0,0,397,38,2017/05/06 14:16:45+00,,,,,,,,,,,,,,,,,,,,,
-75.68294,45.411858,0,0,398,38,2017/05/06 14:16:52+00,,,,,,,,,,,,,,,,,,,,,
-75.682945,45.411953,0,0,399,37,2017/05/06 14:16:56+00,,,,,,,,,,,,,,,,,,,,,
-75.68296,45.412064,0,0,400,37,2017/05/06 14:17:01+00,,,,,,,,,,,,,,,,,,,,,
-75.683,45.412243,0,0,401,36,2017/05/06 14:17:09+00,,,,,,,,,,,,,,,,,,,,,
-75.683136,45.412518,0,0,402,29,2017/05/06 14:17:23+00,,,,,,,,,,,,,,,,,,,,,
-75.68308,45.41272,0,0,403,25,2017/05/06 14:17:33+00,,,,,,,,,,,,,,,,,,,,,
-75.68298,45.413006,0,0,404,26,2017/05/06 14:17:45+00,,,,,,,,,,,,,,,,,,,,,
-75.68292,45.413216,0,0,405,28,2017/05/06 14:17:53+00,,,,,,,,,,,,,,,,,,,,,
-75.682884,45.41331,0,0,406,29,2017/05/06 14:17:57+00,,,,,,,,,,,,,,,,,,,,,
-75.68285,45.413532,0,0,407,32,2017/05/06 14:18:07+00,,,,,,,,,,,,,,,,,,,,,
-75.68284,45.41364,0,0,408,34,2017/05/06 14:18:12+00,,,,,,,,,,,,,,,,,,,,,
-75.68281,45.413853,0,0,409,36,2017/05/06 14:18:21+00,,,,,,,,,,,,,,,,,,,,,
-75.68277,45.41395,0,0,410,36,2017/05/06 14:18:25+00,,,,,,,,,,,,,,,,,,,,,
-75.68263,45.414127,0,0,411,37,2017/05/06 14:18:33+00,,,,,,,,,,,,,,,,,,,,,
-75.68257,45.41421,0,0,412,37,2017/05/06 14:18:37+00,,,,,,,,,,,,,,,,,,,,,
-75.6825,45.414307,0,0,413,37,2017/05/06 14:18:42+00,,,,,,,,,,,,,,,,,,,,,
-75.682434,45.414394,0,0,414,37,2017/05/06 14:18:47+00,,,,,,,,,,,,,,,,,,,,,
-75.68236,45.41448,0,0,415,38,2017/05/06 14:18:52+00,,,,,,,,,,,,,,,,,,,,,
-75.68228,45.41456,0,0,416,37,2017/05/06 14:18:56+00,,,,,,,,,,,,,,,,,,,,,
-75.68221,45.41465,0,0,417,37,2017/05/06 14:19:01+00,,,,,,,,,,,,,,,,,,,,,
-75.68214,45.414738,0,0,418,37,2017/05/06 14:19:06+00,,,,,,,,,,,,,,,,,,,,,
-75.68209,45.41483,0,0,419,37,2017/05/06 14:19:10+00,,,,,,,,,,,,,,,,,,,,,
-75.68203,45.414917,0,0,420,37,2017/05/06 14:19:14+00,,,,,,,,,,,,,,,,,,,,,
-75.6819,45.415092,0,0,421,37,2017/05/06 14:19:23+00,,,,,,,,,,,,,,,,,,,,,
-75.68185,45.415184,0,0,422,37,2017/05/06 14:19:27+00,,,,,,,,,,,,,,,,,,,,,
-75.6818,45.415287,0,0,423,36,2017/05/06 14:19:32+00,,,,,,,,,,,,,,,,,,,,,
-75.68175,45.415375,0,0,424,36,2017/05/06 14:19:37+00,,,,,,,,,,,,,,,,,,,,,
-75.68167,45.41546,0,0,425,37,2017/05/06 14:19:42+00,,,,,,,,,,,,,,,,,,,,,
-75.681625,45.415543,0,0,426,37,2017/05/06 14:19:46+00,,,,,,,,,,,,,,,,,,,,,
-75.68152,45.415718,0,0,427,37,2017/05/06 14:19:54+00,,,,,,,,,,,,,,,,,,,,,
-75.68145,45.415813,0,0,428,37,2017/05/06 14:19:59+00,,,,,,,,,,,,,,,,,,,,,
-75.681404,45.4159,0,0,429,37,2017/05/06 14:20:03+00,,,,,,,,,,,,,,,,,,,,,
-75.681366,45.416004,0,0,430,37,2017/05/06 14:20:08+00,,,,,,,,,,,,,,,,,,,,,
-75.681305,45.41609,0,0,431,38,2017/05/06 14:20:13+00,,,,,,,,,,,,,,,,,,,,,
-75.68121,45.416176,0,0,432,38,2017/05/06 14:20:18+00,,,,,,,,,,,,,,,,,,,,,
-75.681145,45.416256,0,0,433,38,2017/05/06 14:20:22+00,,,,,,,,,,,,,,,,,,,,,
-75.681076,45.41634,0,0,434,38,2017/05/06 14:20:26+00,,,,,,,,,,,,,,,,,,,,,
-75.68097,45.41653,0,0,435,37,2017/05/06 14:20:36+00,,,,,,,,,,,,,,,,,,,,,
-75.68091,45.416634,0,0,436,37,2017/05/06 14:20:41+00,,,,,,,,,,,,,,,,,,,,,
-75.680855,45.41673,0,0,437,37,2017/05/06 14:20:45+00,,,,,,,,,,,,,,,,,,,,,
-75.6808,45.416824,0,0,438,37,2017/05/06 14:20:49+00,,,,,,,,,,,,,,,,,,,,,
-75.680756,45.416927,0,0,439,37,2017/05/06 14:20:54+00,,,,,,,,,,,,,,,,,,,,,
-75.680695,45.417027,0,0,440,37,2017/05/06 14:20:59+00,,,,,,,,,,,,,,,,,,,,,
-75.68062,45.417118,0,0,441,37,2017/05/06 14:21:05+00,,,,,,,,,,,,,,,,,,,,,
-75.68054,45.417206,0,0,442,38,2017/05/06 14:21:10+00,,,,,,,,,,,,,,,,,,,,,
-75.68047,45.417305,0,0,443,38,2017/05/06 14:21:15+00,,,,,,,,,,,,,,,,,,,,,
-75.68036,45.41751,0,0,444,36,2017/05/06 14:21:20+00,,,,,,,,,,,,,,,,,,,,,
-75.680176,45.41765,0,0,445,29,2017/05/06 14:21:35+00,,,,,,,,,,,,,,,,,,,,,
-75.68005,45.417835,0,0,446,31,2017/05/06 14:21:46+00,,,,,,,,,,,,,,,,,,,,,
-75.680016,45.41794,0,0,447,31,2017/05/06 14:21:51+00,,,,,,,,,,,,,,,,,,,,,
-75.68002,45.418034,0,0,448,32,2017/05/06 14:21:56+00,,,,,,,,,,,,,,,,,,,,,
-75.68002,45.418133,0,0,449,32,2017/05/06 14:22:01+00,,,,,,,,,,,,,,,,,,,,,
-75.68005,45.41824,0,0,450,32,2017/05/06 14:22:06+00,,,,,,,,,,,,,,,,,,,,,
-75.6801,45.418327,0,0,451,31,2017/05/06 14:22:11+00,,,,,,,,,,,,,,,,,,,,,
-75.68015,45.41841,0,0,452,31,2017/05/06 14:22:16+00,,,,,,,,,,,,,,,,,,,,,
-75.680214,45.418507,0,0,453,30,2017/05/06 14:22:21+00,,,,,,,,,,,,,,,,,,,,,
-75.68025,45.418602,0,0,454,30,2017/05/06 14:22:27+00,,,,,,,,,,,,,,,,,,,,,
-75.6803,45.41871,0,0,455,30,2017/05/06 14:22:32+00,,,,,,,,,,,,,,,,,,,,,
-75.68034,45.4188,0,0,456,30,2017/05/06 14:22:37+00,,,,,,,,,,,,,,,,,,,,,
-75.68039,45.418888,0,0,457,29,2017/05/06 14:22:42+00,,,,,,,,,,,,,,,,,,,,,
-75.6806,45.419033,0,0,458,28,2017/05/06 14:22:54+00,,,,,,,,,,,,,,,,,,,,,
-75.68073,45.419075,0,0,459,28,2017/05/06 14:22:58+00,,,,,,,,,,,,,,,,,,,,,
-75.680855,45.41913,0,0,460,29,2017/05/06 14:23:02+00,,,,,,,,,,,,,,,,,,,,,
-75.680984,45.419174,0,0,461,30,2017/05/06 14:23:06+00,,,,,,,,,,,,,,,,,,,,,
-75.68126,45.41924,0,0,462,31,2017/05/06 14:23:16+00,,,,,,,,,,,,,,,,,,,,,
-75.6814,45.419296,0,0,463,32,2017/05/06 14:23:21+00,,,,,,,,,,,,,,,,,,,,,
-75.68153,45.41935,0,0,464,32,2017/05/06 14:23:25+00,,,,,,,,,,,,,,,,,,,,,
-75.68166,45.41941,0,0,465,32,2017/05/06 14:23:29+00,,,,,,,,,,,,,,,,,,,,,
-75.68179,45.419483,0,0,466,31,2017/05/06 14:23:33+00,,,,,,,,,,,,,,,,,,,,,
-75.681915,45.419525,0,0,467,31,2017/05/06 14:23:36+00,,,,,,,,,,,,,,,,,,,,,
-75.68206,45.41959,0,0,468,31,2017/05/06 14:23:39+00,,,,,,,,,,,,,,,,,,,,,
-75.68218,45.41964,0,0,469,31,2017/05/06 14:23:42+00,,,,,,,,,,,,,,,,,,,,,
-75.682304,45.41971,0,0,470,30,2017/05/06 14:23:46+00,,,,,,,,,,,,,,,,,,,,,
-75.68255,45.4198,0,0,471,31,2017/05/06 14:23:52+00,,,,,,,,,,,,,,,,,,,,,
-75.68269,45.41986,0,0,472,31,2017/05/06 14:23:56+00,,,,,,,,,,,,,,,,,,,,,
-75.6828,45.41991,0,0,473,31,2017/05/06 14:23:59+00,,,,,,,,,,,,,,,,,,,,,
-75.68291,45.41996,0,0,474,31,2017/05/06 14:24:02+00,,,,,,,,,,,,,,,,,,,,,
-75.68302,45.420033,0,0,475,30,2017/05/06 14:24:06+00,,,,,,,,,,,,,,,,,,,,,
-75.683044,45.42012,0,0,476,30,2017/05/06 14:24:13+00,,,,,,,,,,,,,,,,,,,,,
-75.68312,45.420303,0,0,477,29,2017/05/06 14:24:27+00,,,,,,,,,,,,,,,,,,,,,
-75.68303,45.420494,0,0,478,28,2017/05/06 14:24:39+00,,,,,,,,,,,,,,,,,,,,,
